country,cases,deaths,datetime
LI,3228,59,2021-08-23T00:00:00
IS,10115,30,2021-08-23T00:00:00
MT,35774,436,2021-08-23T00:00:00
LU,74985,830,2021-08-23T00:00:00
CY,111333,483,2021-08-23T00:00:00
FI,122046,1014,2021-08-23T00:00:00
EE,139126,1285,2021-08-23T00:00:00
LV,141045,2569,2021-08-23T00:00:00
NO,147057,811,2021-08-23T00:00:00
SK,185963,5277,2021-08-23T00:00:00
SI,263664,4768,2021-08-23T00:00:00
LT,294086,4494,2021-08-23T00:00:00
IE,337117,5074,2021-08-23T00:00:00
DK,337466,2566,2021-08-23T00:00:00
HR,369765,8301,2021-08-23T00:00:00
BG,441295,18475,2021-08-23T00:00:00
GR,559186,13384,2021-08-23T00:00:00
AT,672138,10564,2021-08-23T00:00:00
HU,811121,30052,2021-08-23T00:00:00
PT,1019420,17639,2021-08-23T00:00:00
RO,1090925,34412,2021-08-23T00:00:00
SE,1116584,14668,2021-08-23T00:00:00
BE,1163631,25320,2021-08-23T00:00:00
CZ,1677619,30385,2021-08-23T00:00:00
NL,1918769,17953,2021-08-23T00:00:00
PL,2886698,75316,2021-08-23T00:00:00
DE,3871865,91980,2021-08-23T00:00:00
IT,4484613,128751,2021-08-23T00:00:00
ES,4770453,83136,2021-08-23T00:00:00
FR,6619611,113372,2021-08-23T00:00:00
