country,cases,deaths,datetime
LI,83,1,2020-04-26T00:00:00
MT,448,4,2020-04-26T00:00:00
LV,804,12,2020-04-26T00:00:00
CY,810,17,2020-04-26T00:00:00
BG,1247,55,2020-04-26T00:00:00
SK,1373,17,2020-04-26T00:00:00
SI,1388,81,2020-04-26T00:00:00
LT,1438,41,2020-04-26T00:00:00
EE,1635,46,2020-04-26T00:00:00
IS,1790,10,2020-04-26T00:00:00
HR,2016,54,2020-04-26T00:00:00
HU,2500,272,2020-04-26T00:00:00
GR,2506,130,2020-04-26T00:00:00
LU,3711,85,2020-04-26T00:00:00
FI,4475,186,2020-04-26T00:00:00
CZ,7352,218,2020-04-26T00:00:00
NO,7467,193,2020-04-26T00:00:00
DK,8445,418,2020-04-26T00:00:00
RO,10635,575,2020-04-26T00:00:00
PL,11273,524,2020-04-26T00:00:00
AT,15134,536,2020-04-26T00:00:00
SE,18177,2192,2020-04-26T00:00:00
IE,18561,1063,2020-04-26T00:00:00
PT,23392,880,2020-04-26T00:00:00
NL,37190,4409,2020-04-26T00:00:00
BE,45325,6917,2020-04-26T00:00:00
FR,124114,22614,2020-04-26T00:00:00
GB,148377,20319,2020-04-26T00:00:00
DE,154175,5640,2020-04-26T00:00:00
IT,195351,26384,2020-04-26T00:00:00
ES,219764,22524,2020-04-26T00:00:00
Total,1070956,116417,2020-04-26T00:00:00
