country,cases,deaths,datetime
LI,3513,60,2021-10-21T00:00:00
IS,12775,33,2021-10-21T00:00:00
MT,37508,459,2021-10-21T00:00:00
LU,80331,842,2021-10-21T00:00:00
CY,122852,566,2021-10-21T00:00:00
FI,152099,1133,2021-10-21T00:00:00
EE,177287,1444,2021-10-21T00:00:00
LV,191321,2944,2021-10-21T00:00:00
NO,197499,893,2021-10-21T00:00:00
SI,314162,5007,2021-10-21T00:00:00
DK,371286,2694,2021-10-21T00:00:00
LT,379438,5544,2021-10-21T00:00:00
IE,421234,5369,2021-10-21T00:00:00
HR,433136,8951,2021-10-21T00:00:00
BG,555077,22719,2021-10-21T00:00:00
GR,704211,15485,2021-10-21T00:00:00
AT,780611,10968,2021-10-21T00:00:00
SK,837848,12854,2021-10-21T00:00:00
HU,841277,30468,2021-10-21T00:00:00
PT,1081856,18109,2021-10-21T00:00:00
SE,1164402,14985,2021-10-21T00:00:00
BE,1299344,25816,2021-10-21T00:00:00
RO,1503422,43039,2021-10-21T00:00:00
CZ,1718808,30587,2021-10-21T00:00:00
NL,2059534,18273,2021-10-21T00:00:00
PL,2950616,76254,2021-10-21T00:00:00
DE,4417708,94875,2021-10-21T00:00:00
IT,4725887,131688,2021-10-21T00:00:00
ES,4993295,87082,2021-10-21T00:00:00
FR,7102079,117376,2021-10-21T00:00:00
