country,cases,deaths,datetime
LI,3529,60,2021-10-25T00:00:00
IS,12899,33,2021-10-25T00:00:00
MT,37553,460,2021-10-25T00:00:00
LU,80603,842,2021-10-25T00:00:00
CY,123357,568,2021-10-25T00:00:00
FI,153156,1139,2021-10-25T00:00:00
EE,183320,1469,2021-10-25T00:00:00
NO,198906,894,2021-10-25T00:00:00
LV,202573,3028,2021-10-25T00:00:00
SI,320619,5023,2021-10-25T00:00:00
DK,376414,2699,2021-10-25T00:00:00
LT,390031,5661,2021-10-25T00:00:00
IE,429877,5369,2021-10-25T00:00:00
HR,445325,9038,2021-10-25T00:00:00
BG,569443,23073,2021-10-25T00:00:00
GR,716358,15628,2021-10-25T00:00:00
AT,795365,10996,2021-10-25T00:00:00
SK,849250,12883,2021-10-25T00:00:00
HU,850513,30567,2021-10-25T00:00:00
PT,1085138,18133,2021-10-25T00:00:00
SE,1165996,14993,2021-10-25T00:00:00
BE,1312265,25846,2021-10-25T00:00:00
RO,1561928,44679,2021-10-25T00:00:00
CZ,1731287,30625,2021-10-25T00:00:00
NL,2082563,18314,2021-10-25T00:00:00
PL,2972927,76447,2021-10-25T00:00:00
DE,4472730,95117,2021-10-25T00:00:00
IT,4741185,131826,2021-10-25T00:00:00
ES,4997732,87132,2021-10-25T00:00:00
FR,7125868,117467,2021-10-25T00:00:00
