country,cases,deaths,datetime
LI,3161,59,2021-08-16T00:00:00
IS,9522,30,2021-08-16T00:00:00
MT,35337,430,2021-08-16T00:00:00
LU,74595,828,2021-08-16T00:00:00
CY,108872,456,2021-08-16T00:00:00
FI,117531,1003,2021-08-16T00:00:00
EE,137155,1279,2021-08-16T00:00:00
LV,140122,2561,2021-08-16T00:00:00
NO,143207,808,2021-08-16T00:00:00
SI,261484,4764,2021-08-16T00:00:00
LT,290170,4452,2021-08-16T00:00:00
IE,324747,5059,2021-08-16T00:00:00
DK,330777,2560,2021-08-16T00:00:00
HR,367022,8283,2021-08-16T00:00:00
BG,433234,18344,2021-08-16T00:00:00
GR,537125,13223,2021-08-16T00:00:00
AT,664283,10558,2021-08-16T00:00:00
SK,779951,12544,2021-08-16T00:00:00
HU,810504,30041,2021-08-16T00:00:00
PT,1003335,17562,2021-08-16T00:00:00
RO,1087223,34348,2021-08-16T00:00:00
SE,1110147,14658,2021-08-16T00:00:00
BE,1149774,25287,2021-08-16T00:00:00
CZ,1676297,30375,2021-08-16T00:00:00
NL,1901900,17909,2021-08-16T00:00:00
PL,2885333,75299,2021-08-16T00:00:00
DE,3823139,91871,2021-08-16T00:00:00
IT,4440669,128432,2021-08-16T00:00:00
ES,4693540,82470,2021-08-16T00:00:00
FR,6471035,112702,2021-08-16T00:00:00
