country,cases,deaths,datetime
LI,9328,74,2022-02-04T00:00:00
MT,68430,559,2022-02-04T00:00:00
IS,72136,47,2022-02-04T00:00:00
LU,163980,956,2022-02-04T00:00:00
CY,259784,734,2022-02-04T00:00:00
EE,358087,2047,2022-02-04T00:00:00
LV,422233,4923,2022-02-04T00:00:00
FI,507940,2041,2022-02-04T00:00:00
LT,714210,7936,2022-02-04T00:00:00
SI,762840,5912,2022-02-04T00:00:00
NO,827581,1466,2022-02-04T00:00:00
HR,963370,13989,2022-02-04T00:00:00
BG,980402,33588,2022-02-04T00:00:00
IE,1199217,6228,2022-02-04T00:00:00
SK,1587487,17850,2022-02-04T00:00:00
HU,1600411,41636,2022-02-04T00:00:00
DK,1799711,3320,2022-02-04T00:00:00
AT,1968963,13671,2022-02-04T00:00:00
GR,2002206,23505,2022-02-04T00:00:00
SE,2259656,16063,2022-02-04T00:00:00
RO,2325016,60353,2022-02-04T00:00:00
PT,2795830,20077,2022-02-04T00:00:00
CZ,3181709,37363,2022-02-04T00:00:00
BE,3267656,29185,2022-02-04T00:00:00
NL,4688119,21310,2022-02-04T00:00:00
PL,5035796,106060,2022-02-04T00:00:00
ES,10197349,94022,2022-02-04T00:00:00
DE,10670322,118499,2022-02-04T00:00:00
IT,11348701,147734,2022-02-04T00:00:00
FR,20147341,131852,2022-02-04T00:00:00
