country,cases,deaths,datetime
LI,83,1,2020-05-27T00:00:00
MT,611,6,2020-05-27T00:00:00
CY,939,17,2020-05-27T00:00:00
LV,1053,22,2020-05-27T00:00:00
SI,1469,106,2020-05-27T00:00:00
SK,1513,28,2020-05-27T00:00:00
LT,1639,65,2020-05-27T00:00:00
IS,1804,10,2020-05-27T00:00:00
EE,1834,65,2020-05-27T00:00:00
HR,2244,101,2020-05-27T00:00:00
BG,2460,133,2020-05-27T00:00:00
GR,2892,173,2020-05-27T00:00:00
HU,3793,505,2020-05-27T00:00:00
LU,3995,110,2020-05-27T00:00:00
FI,6628,312,2020-05-27T00:00:00
NO,8364,235,2020-05-27T00:00:00
CZ,9050,317,2020-05-27T00:00:00
DK,11428,563,2020-05-27T00:00:00
AT,16497,643,2020-05-27T00:00:00
RO,18429,1210,2020-05-27T00:00:00
PL,22074,1024,2020-05-27T00:00:00
IE,24735,1615,2020-05-27T00:00:00
PT,31007,1342,2020-05-27T00:00:00
SE,34440,4125,2020-05-27T00:00:00
NL,45578,5856,2020-05-27T00:00:00
BE,57455,9334,2020-05-27T00:00:00
FR,145555,28530,2020-05-27T00:00:00
DE,179364,8349,2020-05-27T00:00:00
IT,230555,32955,2020-05-27T00:00:00
ES,236259,27117,2020-05-27T00:00:00
GB,265227,37048,2020-05-27T00:00:00
Total,1368974,161917,2020-05-27T00:00:00
