country,cases,deaths,datetime
LI,10238,74,2022-02-11T00:00:00
MT,69648,576,2022-02-11T00:00:00
IS,83942,52,2022-02-11T00:00:00
LU,172502,968,2022-02-11T00:00:00
CY,283458,762,2022-02-11T00:00:00
EE,405101,2095,2022-02-11T00:00:00
LV,488329,4987,2022-02-11T00:00:00
FI,559587,2141,2022-02-11T00:00:00
LT,787554,8046,2022-02-11T00:00:00
SI,828508,6049,2022-02-11T00:00:00
NO,962400,1513,2022-02-11T00:00:00
HR,1004804,14329,2022-02-11T00:00:00
BG,1025129,34228,2022-02-11T00:00:00
IE,1236188,6291,2022-02-11T00:00:00
HU,1684432,42269,2022-02-11T00:00:00
SK,1794150,18040,2022-02-11T00:00:00
DK,2109106,3486,2022-02-11T00:00:00
GR,2129153,24157,2022-02-11T00:00:00
AT,2200664,13791,2022-02-11T00:00:00
SE,2389605,16360,2022-02-11T00:00:00
RO,2508860,61231,2022-02-11T00:00:00
PT,3025421,20401,2022-02-11T00:00:00
CZ,3363053,37712,2022-02-11T00:00:00
BE,3405839,29563,2022-02-11T00:00:00
PL,5296386,107466,2022-02-11T00:00:00
NL,5523354,21358,2022-02-11T00:00:00
ES,10551372,95556,2022-02-11T00:00:00
IT,11923631,150221,2022-02-11T00:00:00
DE,12008202,119664,2022-02-11T00:00:00
FR,21372278,134267,2022-02-11T00:00:00
