country,cases,deaths,datetime
LI,19463,86,2022-09-21T00:00:00
MT,114443,804,2022-09-21T00:00:00
IS,205284,213,2022-09-21T00:00:00
LU,289164,1127,2022-09-21T00:00:00
CY,582381,1178,2022-09-21T00:00:00
EE,600500,2667,2022-09-21T00:00:00
LV,917595,5974,2022-09-21T00:00:00
SI,1157703,6805,2022-09-21T00:00:00
HR,1220490,16806,2022-09-21T00:00:00
LT,1238195,9308,2022-09-21T00:00:00
BG,1252615,37666,2022-09-21T00:00:00
FI,1277473,5858,2022-09-21T00:00:00
NO,1461510,4038,2022-09-21T00:00:00
IE,1660635,7901,2022-09-21T00:00:00
HU,2082750,47457,2022-09-21T00:00:00
SK,2515903,20439,2022-09-21T00:00:00
SE,2578521,20069,2022-09-21T00:00:00
DK,3178134,6992,2022-09-21T00:00:00
RO,3219274,66951,2022-09-21T00:00:00
CZ,4078065,40967,2022-09-21T00:00:00
BE,4517212,32636,2022-09-21T00:00:00
GR,4838811,32894,2022-09-21T00:00:00
AT,5027739,20677,2022-09-21T00:00:00
PT,5463397,24961,2022-09-21T00:00:00
PL,6122201,117367,2022-09-21T00:00:00
NL,8405580,22626,2022-09-21T00:00:00
ES,13461684,113090,2022-09-21T00:00:00
IT,22169273,176609,2022-09-21T00:00:00
DE,32740168,149076,2022-09-21T00:00:00
FR,34927502,154743,2022-09-21T00:00:00
