country,cases,deaths,datetime
LI,3006,58,2021-05-27T00:00:00
IS,6564,30,2021-05-27T00:00:00
MT,30516,419,2021-05-27T00:00:00
LU,69669,812,2021-05-27T00:00:00
CY,72159,357,2021-05-27T00:00:00
FI,91964,946,2021-05-27T00:00:00
NO,123118,783,2021-05-27T00:00:00
EE,129158,1244,2021-05-27T00:00:00
LV,131910,2348,2021-05-27T00:00:00
SI,252486,4683,2021-05-27T00:00:00
IE,259061,4941,2021-05-27T00:00:00
LT,272826,4229,2021-05-27T00:00:00
DK,276280,2511,2021-05-27T00:00:00
HR,354921,7971,2021-05-27T00:00:00
GR,395094,11916,2021-05-27T00:00:00
BG,417526,17617,2021-05-27T00:00:00
AT,638415,10313,2021-05-27T00:00:00
SK,773327,12312,2021-05-27T00:00:00
HU,803119,29654,2021-05-27T00:00:00
PT,846434,17022,2021-05-27T00:00:00
BE,1052558,24889,2021-05-27T00:00:00
SE,1067107,14436,2021-05-27T00:00:00
RO,1076533,30092,2021-05-27T00:00:00
NL,1632023,17554,2021-05-27T00:00:00
CZ,1659980,30059,2021-05-27T00:00:00
PL,2868450,73305,2021-05-27T00:00:00
ES,3657886,79855,2021-05-27T00:00:00
DE,3662490,87995,2021-05-27T00:00:00
IT,4201827,125622,2021-05-27T00:00:00
FR,5621696,109052,2021-05-27T00:00:00
