country,cases,deaths,datetime
LI,12014,78,2022-03-02T00:00:00
MT,71358,605,2022-03-02T00:00:00
IS,118241,61,2022-03-02T00:00:00
LU,183802,992,2022-03-02T00:00:00
CY,324502,857,2022-03-02T00:00:00
EE,499083,2250,2022-03-02T00:00:00
FI,657443,2380,2022-03-02T00:00:00
LV,662644,5241,2022-03-02T00:00:00
SI,895174,6318,2022-03-02T00:00:00
LT,913224,8418,2022-03-02T00:00:00
HR,1055943,15101,2022-03-02T00:00:00
BG,1093920,35637,2022-03-02T00:00:00
NO,1242202,1598,2022-03-02T00:00:00
IE,1303720,6508,2022-03-02T00:00:00
HU,1789581,44051,2022-03-02T00:00:00
SK,2130607,18530,2022-03-02T00:00:00
GR,2438872,25513,2022-03-02T00:00:00
SE,2441142,17107,2022-03-02T00:00:00
DK,2695949,4158,2022-03-02T00:00:00
AT,2723686,14258,2022-03-02T00:00:00
RO,2741945,63578,2022-03-02T00:00:00
PT,3263248,21054,2022-03-02T00:00:00
BE,3563841,30199,2022-03-02T00:00:00
CZ,3599534,38741,2022-03-02T00:00:00
PL,5625889,111586,2022-03-02T00:00:00
NL,6398114,21570,2022-03-02T00:00:00
ES,11056902,99760,2022-03-02T00:00:00
IT,12829972,155000,2022-03-02T00:00:00
DE,14865662,122930,2022-03-02T00:00:00
FR,22782609,138576,2022-03-02T00:00:00
