country,cases,deaths,datetime
LI,2540,53,2021-02-18T00:00:00
IS,6033,29,2021-02-18T00:00:00
MT,19945,295,2021-02-18T00:00:00
CY,32513,221,2021-02-18T00:00:00
FI,50319,716,2021-02-18T00:00:00
EE,52827,501,2021-02-18T00:00:00
LU,52884,607,2021-02-18T00:00:00
NO,66501,593,2021-02-18T00:00:00
LV,76706,1451,2021-02-18T00:00:00
GR,172128,6126,2021-02-18T00:00:00
SI,179482,3977,2021-02-18T00:00:00
LT,190937,3080,2021-02-18T00:00:00
DK,204799,2301,2021-02-18T00:00:00
IE,209582,3948,2021-02-18T00:00:00
BG,229679,9624,2021-02-18T00:00:00
HR,237725,5339,2021-02-18T00:00:00
SK,278254,5952,2021-02-18T00:00:00
HU,388799,13752,2021-02-18T00:00:00
AT,429894,8101,2021-02-18T00:00:00
SE,615964,12453,2021-02-18T00:00:00
BE,739761,21720,2021-02-18T00:00:00
RO,763294,19445,2021-02-18T00:00:00
PT,787059,15411,2021-02-18T00:00:00
NL,1030786,14826,2021-02-18T00:00:00
CZ,1090860,18250,2021-02-18T00:00:00
PL,1591497,40832,2021-02-18T00:00:00
DE,2338987,65076,2021-02-18T00:00:00
IT,2721879,93577,2021-02-18T00:00:00
ES,3086286,65449,2021-02-18T00:00:00
FR,3465163,81814,2021-02-18T00:00:00
Total,21113083,515519,2021-02-18T00:00:00
