country,cases,deaths,datetime
LI,3016,58,2021-06-02T00:00:00
IS,6590,30,2021-06-02T00:00:00
MT,30543,419,2021-06-02T00:00:00
LU,69983,817,2021-06-02T00:00:00
CY,72515,360,2021-06-02T00:00:00
FI,92642,956,2021-06-02T00:00:00
NO,125071,783,2021-06-02T00:00:00
EE,129804,1259,2021-06-02T00:00:00
LV,133518,2379,2021-06-02T00:00:00
SI,254045,4694,2021-06-02T00:00:00
IE,261517,4941,2021-06-02T00:00:00
LT,275198,4283,2021-06-02T00:00:00
DK,282135,2516,2021-06-02T00:00:00
HR,356397,8034,2021-06-02T00:00:00
GR,404163,12122,2021-06-02T00:00:00
BG,418813,17726,2021-06-02T00:00:00
AT,641044,10355,2021-06-02T00:00:00
SK,774919,12353,2021-06-02T00:00:00
HU,804987,29774,2021-06-02T00:00:00
PT,849538,17025,2021-06-02T00:00:00
BE,1063405,24968,2021-06-02T00:00:00
SE,1068473,14451,2021-06-02T00:00:00
RO,1077978,30353,2021-06-02T00:00:00
NL,1649646,17610,2021-06-02T00:00:00
CZ,1662256,30126,2021-06-02T00:00:00
PL,2872868,73856,2021-06-02T00:00:00
ES,3682778,79983,2021-06-02T00:00:00
DE,3687828,88774,2021-06-02T00:00:00
IT,4220304,126221,2021-06-02T00:00:00
FR,5677172,109691,2021-06-02T00:00:00
