country,cases,deaths,datetime
LI,2997,58,2021-05-21T00:00:00
IS,6555,29,2021-05-21T00:00:00
MT,30491,417,2021-05-21T00:00:00
LU,69465,809,2021-05-21T00:00:00
CY,71610,350,2021-05-21T00:00:00
FI,90946,929,2021-05-21T00:00:00
NO,120249,781,2021-05-21T00:00:00
EE,128309,1235,2021-05-21T00:00:00
LV,129794,2301,2021-05-21T00:00:00
SI,250817,4664,2021-05-21T00:00:00
IE,256560,4941,2021-05-21T00:00:00
LT,269363,4161,2021-05-21T00:00:00
DK,270557,2506,2021-05-21T00:00:00
HR,352692,7828,2021-05-21T00:00:00
GR,385444,11641,2021-05-21T00:00:00
BG,416055,17447,2021-05-21T00:00:00
AT,635564,10260,2021-05-21T00:00:00
SK,771227,12272,2021-05-21T00:00:00
HU,801025,29427,2021-05-21T00:00:00
PT,843729,17014,2021-05-21T00:00:00
BE,1041612,24794,2021-05-21T00:00:00
SE,1055173,14351,2021-05-21T00:00:00
RO,1074297,29777,2021-05-21T00:00:00
NL,1613409,17485,2021-05-21T00:00:00
CZ,1656874,29990,2021-05-21T00:00:00
PL,2861351,72500,2021-05-21T00:00:00
ES,3631661,79601,2021-05-21T00:00:00
DE,3635162,87128,2021-05-21T00:00:00
IT,4178261,124810,2021-05-21T00:00:00
FR,5568551,108343,2021-05-21T00:00:00
