country,cases,deaths,datetime
LI,3419,60,2021-09-20T00:00:00
IS,11404,33,2021-09-20T00:00:00
MT,36972,453,2021-09-20T00:00:00
LU,77189,834,2021-09-20T00:00:00
CY,118957,547,2021-09-20T00:00:00
FI,136257,1057,2021-09-20T00:00:00
EE,150142,1328,2021-09-20T00:00:00
LV,150560,2640,2021-09-20T00:00:00
NO,180427,841,2021-09-20T00:00:00
SI,283770,4823,2021-09-20T00:00:00
LT,316695,4810,2021-09-20T00:00:00
DK,354645,2628,2021-09-20T00:00:00
IE,375367,5179,2021-09-20T00:00:00
HR,391984,8500,2021-09-20T00:00:00
BG,482186,20028,2021-09-20T00:00:00
GR,630784,14466,2021-09-20T00:00:00
AT,720670,10671,2021-09-20T00:00:00
SK,787504,12566,2021-09-20T00:00:00
HU,818231,30136,2021-09-20T00:00:00
PT,1062048,17907,2021-09-20T00:00:00
SE,1144982,14775,2021-09-20T00:00:00
RO,1148710,35514,2021-09-20T00:00:00
BE,1219719,25497,2021-09-20T00:00:00
CZ,1686364,30431,2021-09-20T00:00:00
NL,1984915,18114,2021-09-20T00:00:00
PL,2897935,75488,2021-09-20T00:00:00
DE,4145852,92971,2021-09-20T00:00:00
IT,4636111,130310,2021-09-20T00:00:00
ES,4929546,85783,2021-09-20T00:00:00
FR,6955333,116030,2021-09-20T00:00:00
