country,cases,deaths,datetime
LI,8406,73,2022-01-28T00:00:00
IS,63188,46,2022-01-28T00:00:00
MT,66935,541,2022-01-28T00:00:00
LU,150883,947,2022-01-28T00:00:00
CY,243818,724,2022-01-28T00:00:00
EE,313685,2023,2022-01-28T00:00:00
LV,363821,4846,2022-01-28T00:00:00
FI,470666,1919,2022-01-28T00:00:00
LT,651295,7829,2022-01-28T00:00:00
SI,656569,5827,2022-01-28T00:00:00
NO,690290,1439,2022-01-28T00:00:00
HR,909674,13625,2022-01-28T00:00:00
BG,923466,33017,2022-01-28T00:00:00
IE,1164536,6136,2022-01-28T00:00:00
HU,1490489,41151,2022-01-28T00:00:00
DK,1495101,3183,2022-01-28T00:00:00
SK,1512072,17755,2022-01-28T00:00:00
AT,1732814,13560,2022-01-28T00:00:00
GR,1867935,22789,2022-01-28T00:00:00
SE,2015276,15744,2022-01-28T00:00:00
RO,2114834,59797,2022-01-28T00:00:00
PT,2443524,19744,2022-01-28T00:00:00
CZ,2923723,37145,2022-01-28T00:00:00
BE,3007724,28938,2022-01-28T00:00:00
NL,4131630,21253,2022-01-28T00:00:00
PL,4695435,104636,2022-01-28T00:00:00
DE,9429079,117484,2022-01-28T00:00:00
ES,9661456,92744,2022-01-28T00:00:00
IT,10539601,145159,2022-01-28T00:00:00
FR,18122723,130015,2022-01-28T00:00:00
