country,cases,deaths,datetime
DE,1006394,15586,2020-11-27T00:00:00
SK,101257,749,2020-11-27T00:00:00
EE,10955,99,2020-11-27T00:00:00
HR,115626,1552,2020-11-27T00:00:00
LI,1256,14,2020-11-27T00:00:00
Total,12709336,311529,2020-11-27T00:00:00
BG,136628,3529,2020-11-27T00:00:00
IT,1509875,52850,2020-11-27T00:00:00
LV,15171,188,2020-11-27T00:00:00
GB,1574562,57031,2020-11-27T00:00:00
ES,1617355,44374,2020-11-27T00:00:00
HU,198440,4364,2020-11-27T00:00:00
FR,2183660,50957,2020-11-27T00:00:00
FI,23148,388,2020-11-27T00:00:00
SE,236355,6622,2020-11-27T00:00:00
AT,264692,2616,2020-11-27T00:00:00
PT,280394,4209,2020-11-27T00:00:00
LU,32100,288,2020-11-27T00:00:00
NO,34267,316,2020-11-27T00:00:00
RO,449349,10712,2020-11-27T00:00:00
NL,502510,9171,2020-11-27T00:00:00
CZ,511520,7779,2020-11-27T00:00:00
IS,5323,26,2020-11-27T00:00:00
LT,53757,449,2020-11-27T00:00:00
BE,567436,16219,2020-11-27T00:00:00
SI,71073,855,2020-11-27T00:00:00
IE,71494,2036,2020-11-27T00:00:00
DK,75395,811,2020-11-27T00:00:00
MT,9253,122,2020-11-27T00:00:00
PL,941112,15568,2020-11-27T00:00:00
CY,9673,48,2020-11-27T00:00:00
GR,99306,2001,2020-11-27T00:00:00
