country,cases,deaths,datetime
LI,3473,60,2021-10-14T00:00:00
IS,12342,33,2021-10-14T00:00:00
MT,37393,459,2021-10-14T00:00:00
LU,79463,838,2021-10-14T00:00:00
CY,121842,559,2021-10-14T00:00:00
FI,148672,1111,2021-10-14T00:00:00
EE,168884,1404,2021-10-14T00:00:00
LV,175890,2836,2021-10-14T00:00:00
NO,194627,884,2021-10-14T00:00:00
SI,304964,4766,2021-10-14T00:00:00
LT,360763,5349,2021-10-14T00:00:00
DK,365840,2674,2021-10-14T00:00:00
IE,408021,5306,2021-10-14T00:00:00
HR,421057,8829,2021-10-14T00:00:00
BG,531129,22004,2021-10-14T00:00:00
GR,684706,15241,2021-10-14T00:00:00
AT,762931,10886,2021-10-14T00:00:00
SK,822338,12735,2021-10-14T00:00:00
HU,831866,30341,2021-10-14T00:00:00
PT,1077186,18065,2021-10-14T00:00:00
SE,1160465,14922,2021-10-14T00:00:00
BE,1272574,25726,2021-10-14T00:00:00
RO,1398264,40461,2021-10-14T00:00:00
CZ,1704436,30524,2021-10-14T00:00:00
NL,2033005,18227,2021-10-14T00:00:00
PL,2928065,75958,2021-10-14T00:00:00
DE,4342640,94461,2021-10-14T00:00:00
IT,4707087,131421,2021-10-14T00:00:00
ES,4980206,86869,2021-10-14T00:00:00
FR,7069089,117173,2021-10-14T00:00:00
