country,cases,deaths,datetime
LI,3080,59,2021-07-27T00:00:00
IS,7304,30,2021-07-27T00:00:00
MT,33762,421,2021-07-27T00:00:00
LU,73551,822,2021-07-27T00:00:00
CY,98569,404,2021-07-27T00:00:00
FI,103239,981,2021-07-27T00:00:00
EE,132717,1271,2021-07-27T00:00:00
NO,135767,799,2021-07-27T00:00:00
LV,138504,2550,2021-07-27T00:00:00
SI,258779,4761,2021-07-27T00:00:00
LT,281284,4411,2021-07-27T00:00:00
IE,294272,5026,2021-07-27T00:00:00
DK,312292,2543,2021-07-27T00:00:00
HR,362648,8247,2021-07-27T00:00:00
BG,423879,18199,2021-07-27T00:00:00
GR,477975,12903,2021-07-27T00:00:00
AT,652164,10527,2021-07-27T00:00:00
SK,779869,12534,2021-07-27T00:00:00
HU,809288,30021,2021-07-27T00:00:00
PT,954669,17301,2021-07-27T00:00:00
RO,1082376,34270,2021-07-27T00:00:00
SE,1096799,14651,2021-07-27T00:00:00
BE,1117603,25228,2021-07-27T00:00:00
CZ,1672764,30362,2021-07-27T00:00:00
NL,1845038,17779,2021-07-27T00:00:00
PL,2882220,75242,2021-07-27T00:00:00
DE,3758401,91565,2021-07-27T00:00:00
IT,4320530,127971,2021-07-27T00:00:00
ES,4342054,81268,2021-07-27T00:00:00
FR,5999244,111688,2021-07-27T00:00:00
