country,cases,deaths,datetime
GB,1099059,47742,2020-11-05T00:00:00
AT,125229,1204,2020-11-05T00:00:00
ES,1284408,38118,2020-11-05T00:00:00
SE,137730,5997,2020-11-05T00:00:00
FR,1543321,38674,2020-11-05T00:00:00
PT,156940,2694,2020-11-05T00:00:00
FI,16930,361,2020-11-05T00:00:00
LT,18092,182,2020-11-05T00:00:00
LU,20344,171,2020-11-05T00:00:00
NO,21954,282,2020-11-05T00:00:00
RO,267088,7419,2020-11-05T00:00:00
CZ,378716,4133,2020-11-05T00:00:00
NL,383066,7672,2020-11-05T00:00:00
SI,39408,321,2020-11-05T00:00:00
PL,439536,6475,2020-11-05T00:00:00
BE,468118,12331,2020-11-05T00:00:00
GR,46892,673,2020-11-05T00:00:00
IS,4989,17,2020-11-05T00:00:00
DK,50530,729,2020-11-05T00:00:00
CY,5100,27,2020-11-05T00:00:00
EE,5333,73,2020-11-05T00:00:00
HR,56567,654,2020-11-05T00:00:00
DE,597583,10930,2020-11-05T00:00:00
IE,63483,1930,2020-11-05T00:00:00
BG,64591,1466,2020-11-05T00:00:00
MT,6590,65,2020-11-05T00:00:00
SK,66772,261,2020-11-05T00:00:00
LI,673,3,2020-11-05T00:00:00
LV,6752,85,2020-11-05T00:00:00
IT,790377,39764,2020-11-05T00:00:00
Total,8261087,232600,2020-11-05T00:00:00
HU,94916,2147,2020-11-05T00:00:00
