country,cases,deaths,datetime
LI,2948,57,2021-05-04T00:00:00
IS,6483,29,2021-05-04T00:00:00
MT,30354,416,2021-05-04T00:00:00
CY,66911,321,2021-05-04T00:00:00
LU,67495,800,2021-05-04T00:00:00
FI,87345,915,2021-05-04T00:00:00
NO,113468,757,2021-05-04T00:00:00
LV,119953,2154,2021-05-04T00:00:00
EE,123344,1177,2021-05-04T00:00:00
SI,241883,4569,2021-05-04T00:00:00
IE,250290,4906,2021-05-04T00:00:00
LT,250337,3956,2021-05-04T00:00:00
DK,253673,2490,2021-05-04T00:00:00
HR,335522,7218,2021-05-04T00:00:00
GR,348568,10587,2021-05-04T00:00:00
SK,383228,11807,2021-05-04T00:00:00
BG,405825,16548,2021-05-04T00:00:00
AT,619234,10014,2021-05-04T00:00:00
HU,784837,28045,2021-05-04T00:00:00
PT,837457,16977,2021-05-04T00:00:00
SE,973604,14048,2021-05-04T00:00:00
BE,996802,24322,2021-05-04T00:00:00
RO,1058337,28380,2021-05-04T00:00:00
NL,1514830,17168,2021-05-04T00:00:00
CZ,1636836,29421,2021-05-04T00:00:00
PL,2805756,68105,2021-05-04T00:00:00
DE,3433516,83591,2021-05-04T00:00:00
ES,3540430,78293,2021-05-04T00:00:00
IT,4050708,121433,2021-05-04T00:00:00
FR,5656007,105159,2021-05-04T00:00:00
