country,cases,deaths,datetime
LI,78,1,2020-04-06T00:00:00
MT,234,0,2020-04-06T00:00:00
CY,446,14,2020-04-06T00:00:00
SK,485,0,2020-04-06T00:00:00
BG,531,20,2020-04-06T00:00:00
LV,533,1,2020-04-06T00:00:00
HU,744,38,2020-04-06T00:00:00
LT,811,13,2020-04-06T00:00:00
SI,997,28,2020-04-06T00:00:00
EE,1097,15,2020-04-06T00:00:00
HR,1182,15,2020-04-06T00:00:00
IS,1486,4,2020-04-06T00:00:00
GR,1735,73,2020-04-06T00:00:00
FI,1927,28,2020-04-06T00:00:00
LU,2804,36,2020-04-06T00:00:00
RO,3864,148,2020-04-06T00:00:00
PL,4102,94,2020-04-06T00:00:00
DK,4369,179,2020-04-06T00:00:00
CZ,4587,67,2020-04-06T00:00:00
IE,5111,158,2020-04-06T00:00:00
NO,5640,58,2020-04-06T00:00:00
SE,6830,401,2020-04-06T00:00:00
PT,11278,295,2020-04-06T00:00:00
AT,11983,204,2020-04-06T00:00:00
NL,16627,1651,2020-04-06T00:00:00
BE,19691,1447,2020-04-06T00:00:00
GB,47806,4934,2020-04-06T00:00:00
FR,70478,8078,2020-04-06T00:00:00
DE,95391,1434,2020-04-06T00:00:00
IT,128948,15889,2020-04-06T00:00:00
ES,130759,12418,2020-04-06T00:00:00
Total,582554,47741,2020-04-06T00:00:00
