country,cases,deaths,datetime
LI,18452,85,2022-07-20T00:00:00
MT,111410,777,2022-07-20T00:00:00
IS,200397,179,2022-07-20T00:00:00
LU,277888,1107,2022-07-20T00:00:00
CY,545896,1086,2022-07-20T00:00:00
EE,584489,2612,2022-07-20T00:00:00
LV,847709,5878,2022-07-20T00:00:00
SI,1063613,6668,2022-07-20T00:00:00
LT,1166944,9185,2022-07-20T00:00:00
HR,1169342,16169,2022-07-20T00:00:00
FI,1171034,5012,2022-07-20T00:00:00
BG,1189000,37300,2022-07-20T00:00:00
NO,1453068,3596,2022-07-20T00:00:00
IE,1628745,7571,2022-07-20T00:00:00
HU,1951079,46736,2022-07-20T00:00:00
SE,2528166,19170,2022-07-20T00:00:00
SK,2562550,20176,2022-07-20T00:00:00
RO,2974880,65824,2022-07-20T00:00:00
DK,3107633,6575,2022-07-20T00:00:00
GR,3843142,30476,2022-07-20T00:00:00
CZ,3958805,40365,2022-07-20T00:00:00
BE,4368611,32089,2022-07-20T00:00:00
AT,4675532,20198,2022-07-20T00:00:00
PT,5294364,24474,2022-07-20T00:00:00
PL,5943544,116475,2022-07-20T00:00:00
NL,8292279,22439,2022-07-20T00:00:00
ES,13166085,109954,2022-07-20T00:00:00
IT,20299013,170213,2022-07-20T00:00:00
DE,29994093,142763,2022-07-20T00:00:00
FR,33174394,150979,2022-07-20T00:00:00
