country,cases,deaths,datetime
LI,4779,62,2021-12-03T00:00:00
IS,18198,35,2021-12-03T00:00:00
MT,39670,468,2021-12-03T00:00:00
LU,90336,879,2021-12-03T00:00:00
CY,135503,598,2021-12-03T00:00:00
FI,189730,1356,2021-12-03T00:00:00
EE,224195,1810,2021-12-03T00:00:00
LV,255402,4232,2021-12-03T00:00:00
NO,271608,1093,2021-12-03T00:00:00
SI,427035,5637,2021-12-03T00:00:00
LT,476354,6805,2021-12-03T00:00:00
DK,497201,2912,2021-12-03T00:00:00
IE,578064,5707,2021-12-03T00:00:00
HR,619255,11043,2021-12-03T00:00:00
BG,699180,28656,2021-12-03T00:00:00
GR,951351,18325,2021-12-03T00:00:00
HU,1134869,35122,2021-12-03T00:00:00
PT,1154817,18471,2021-12-03T00:00:00
AT,1177714,12196,2021-12-03T00:00:00
SK,1207728,14696,2021-12-03T00:00:00
SE,1209935,15164,2021-12-03T00:00:00
RO,1781957,56684,2021-12-03T00:00:00
BE,1809462,27120,2021-12-03T00:00:00
CZ,2211972,33450,2021-12-03T00:00:00
NL,2684734,19524,2021-12-03T00:00:00
PL,3596491,84656,2021-12-03T00:00:00
IT,5060430,134003,2021-12-03T00:00:00
ES,5189220,88122,2021-12-03T00:00:00
DE,6051560,102568,2021-12-03T00:00:00
FR,7773530,119330,2021-12-03T00:00:00
