country,cases,deaths,datetime
LI,3017,58,2021-06-03T00:00:00
IS,6595,30,2021-06-03T00:00:00
MT,30553,419,2021-06-03T00:00:00
LU,70027,818,2021-06-03T00:00:00
CY,72573,361,2021-06-03T00:00:00
FI,92770,959,2021-06-03T00:00:00
NO,125530,785,2021-06-03T00:00:00
EE,129909,1260,2021-06-03T00:00:00
LV,133866,2386,2021-06-03T00:00:00
SI,254419,4696,2021-06-03T00:00:00
IE,261924,4941,2021-06-03T00:00:00
LT,275545,4289,2021-06-03T00:00:00
DK,283089,2516,2021-06-03T00:00:00
HR,356829,8042,2021-06-03T00:00:00
GR,405542,12145,2021-06-03T00:00:00
BG,419010,17747,2021-06-03T00:00:00
AT,641516,10361,2021-06-03T00:00:00
SK,775204,12366,2021-06-03T00:00:00
HU,805302,29792,2021-06-03T00:00:00
PT,850262,17026,2021-06-03T00:00:00
BE,1065264,24982,2021-06-03T00:00:00
SE,1068473,14451,2021-06-03T00:00:00
RO,1078142,30415,2021-06-03T00:00:00
NL,1652146,17622,2021-06-03T00:00:00
CZ,1662608,30136,2021-06-03T00:00:00
PL,2873527,73984,2021-06-03T00:00:00
ES,3687762,80049,2021-06-03T00:00:00
DE,3692468,88940,2021-06-03T00:00:00
IT,4223200,126283,2021-06-03T00:00:00
FR,5685915,109787,2021-06-03T00:00:00
