country,cases,deaths,datetime
IT,1028424,42953,2020-11-12T00:00:00
GB,1256725,50365,2020-11-12T00:00:00
HU,126790,2784,2020-11-12T00:00:00
ES,1417709,40105,2020-11-12T00:00:00
SE,166707,6082,2020-11-12T00:00:00
AT,171694,1473,2020-11-12T00:00:00
FI,18345,365,2020-11-12T00:00:00
FR,1865538,42535,2020-11-12T00:00:00
PT,192172,3103,2020-11-12T00:00:00
LU,23710,198,2020-11-12T00:00:00
NO,25885,285,2020-11-12T00:00:00
LT,28262,235,2020-11-12T00:00:00
RO,324094,8389,2020-11-12T00:00:00
NL,424311,8205,2020-11-12T00:00:00
CZ,438805,5570,2020-11-12T00:00:00
SI,48939,424,2020-11-12T00:00:00
IS,5142,24,2020-11-12T00:00:00
BE,515296,13758,2020-11-12T00:00:00
DK,57952,753,2020-11-12T00:00:00
PL,618813,8805,2020-11-12T00:00:00
GR,63321,909,2020-11-12T00:00:00
CY,6461,32,2020-11-12T00:00:00
EE,6508,76,2020-11-12T00:00:00
IE,66247,1965,2020-11-12T00:00:00
DE,727553,11982,2020-11-12T00:00:00
HR,72840,893,2020-11-12T00:00:00
MT,7537,85,2020-11-12T00:00:00
SK,79181,414,2020-11-12T00:00:00
BG,87311,1898,2020-11-12T00:00:00
LV,8848,103,2020-11-12T00:00:00
LI,894,4,2020-11-12T00:00:00
Total,9882014,254772,2020-11-12T00:00:00
