country,cases,deaths,datetime
LI,970,4,2020-11-15T00:00:00
IS,5186,25,2020-11-15T00:00:00
CY,7051,39,2020-11-15T00:00:00
EE,7148,80,2020-11-15T00:00:00
MT,7917,95,2020-11-15T00:00:00
LV,10231,121,2020-11-15T00:00:00
FI,19102,369,2020-11-15T00:00:00
LU,25931,219,2020-11-15T00:00:00
NO,27226,294,2020-11-15T00:00:00
LT,33387,266,2020-11-15T00:00:00
SI,54122,500,2020-11-15T00:00:00
DK,61078,757,2020-11-15T00:00:00
IE,67526,1978,2020-11-15T00:00:00
GR,72510,1035,2020-11-15T00:00:00
HR,81844,1006,2020-11-15T00:00:00
SK,85567,510,2020-11-15T00:00:00
BG,97435,2091,2020-11-15T00:00:00
HU,140961,3097,2020-11-15T00:00:00
SE,177355,6164,2020-11-15T00:00:00
AT,198216,1629,2020-11-15T00:00:00
PT,211266,3305,2020-11-15T00:00:00
RO,353185,8813,2020-11-15T00:00:00
NL,441927,8432,2020-11-15T00:00:00
CZ,458229,6058,2020-11-15T00:00:00
BE,531184,14303,2020-11-15T00:00:00
PL,691118,10045,2020-11-15T00:00:00
DE,790503,12485,2020-11-15T00:00:00
IT,1144552,44683,2020-11-15T00:00:00
GB,1344356,51766,2020-11-15T00:00:00
ES,1458591,40769,2020-11-15T00:00:00
FR,1954599,44246,2020-11-15T00:00:00
Total,10560273,265184,2020-11-15T00:00:00
