country,cases,deaths,datetime
LI,19031,86,2022-08-24T00:00:00
MT,113870,799,2022-08-24T00:00:00
IS,204268,179,2022-08-24T00:00:00
LU,286045,1121,2022-08-24T00:00:00
CY,574124,1152,2022-08-24T00:00:00
EE,596468,2647,2022-08-24T00:00:00
LV,892641,5928,2022-08-24T00:00:00
SI,1115286,6761,2022-08-24T00:00:00
HR,1207353,16595,2022-08-24T00:00:00
LT,1211077,9266,2022-08-24T00:00:00
BG,1236660,37555,2022-08-24T00:00:00
FI,1250557,5467,2022-08-24T00:00:00
NO,1459125,3908,2022-08-24T00:00:00
IE,1653576,7782,2022-08-24T00:00:00
HU,2036390,47191,2022-08-24T00:00:00
SK,2497915,20329,2022-08-24T00:00:00
SE,2558943,19651,2022-08-24T00:00:00
DK,3157215,6859,2022-08-24T00:00:00
RO,3158175,66561,2022-08-24T00:00:00
CZ,4029829,40756,2022-08-24T00:00:00
BE,4471620,32463,2022-08-24T00:00:00
GR,4712025,32335,2022-08-24T00:00:00
AT,4923446,20593,2022-08-24T00:00:00
PT,5396039,24793,2022-08-24T00:00:00
PL,6039270,116909,2022-08-24T00:00:00
NL,8377385,22587,2022-08-24T00:00:00
ES,13401101,112218,2022-08-24T00:00:00
IT,21696242,174931,2022-08-24T00:00:00
DE,31920948,146793,2022-08-24T00:00:00
FR,34393511,153705,2022-08-24T00:00:00
