country,cases,deaths,datetime
LI,3028,59,2021-06-21T00:00:00
IS,6627,30,2021-06-21T00:00:00
MT,30589,420,2021-06-21T00:00:00
LU,70516,818,2021-06-21T00:00:00
CY,73643,374,2021-06-21T00:00:00
FI,94334,972,2021-06-21T00:00:00
NO,128898,790,2021-06-21T00:00:00
EE,130818,1268,2021-06-21T00:00:00
LV,136810,2496,2021-06-21T00:00:00
SI,257001,4740,2021-06-21T00:00:00
IE,268932,4941,2021-06-21T00:00:00
LT,278407,4367,2021-06-21T00:00:00
DK,291652,2530,2021-06-21T00:00:00
HR,359173,8174,2021-06-21T00:00:00
GR,418342,12548,2021-06-21T00:00:00
BG,421032,17990,2021-06-21T00:00:00
AT,645532,10417,2021-06-21T00:00:00
SK,777802,12492,2021-06-21T00:00:00
HU,807630,29959,2021-06-21T00:00:00
PT,865050,17065,2021-06-21T00:00:00
BE,1079321,25136,2021-06-21T00:00:00
RO,1080256,32326,2021-06-21T00:00:00
SE,1084636,14574,2021-06-21T00:00:00
CZ,1666082,30280,2021-06-21T00:00:00
NL,1676822,17704,2021-06-21T00:00:00
PL,2878767,74828,2021-06-21T00:00:00
DE,3722327,90395,2021-06-21T00:00:00
ES,3757442,80652,2021-06-21T00:00:00
IT,4252976,127270,2021-06-21T00:00:00
FR,5757311,110767,2021-06-21T00:00:00
