country,cases,deaths,datetime
Total,10124110,258279,2020-11-13T00:00:00
IT,1066401,43589,2020-11-13T00:00:00
GB,1290195,50928,2020-11-13T00:00:00
HU,131887,2883,2020-11-13T00:00:00
ES,1437220,40461,2020-11-13T00:00:00
SE,171365,6122,2020-11-13T00:00:00
AT,182062,1510,2020-11-13T00:00:00
FI,18542,365,2020-11-13T00:00:00
FR,1898710,42960,2020-11-13T00:00:00
PT,198011,3181,2020-11-13T00:00:00
LU,24505,206,2020-11-13T00:00:00
NO,26503,291,2020-11-13T00:00:00
LT,29812,244,2020-11-13T00:00:00
RO,334236,8510,2020-11-13T00:00:00
NL,429938,8294,2020-11-13T00:00:00
CZ,446675,5755,2020-11-13T00:00:00
SI,50870,437,2020-11-13T00:00:00
IS,5160,25,2020-11-13T00:00:00
BE,520297,13891,2020-11-13T00:00:00
DK,58963,755,2020-11-13T00:00:00
PL,641496,9080,2020-11-13T00:00:00
CY,6646,34,2020-11-13T00:00:00
IE,66632,1965,2020-11-13T00:00:00
GR,66637,959,2020-11-13T00:00:00
EE,6881,76,2020-11-13T00:00:00
HR,72922,925,2020-11-13T00:00:00
DE,751095,12200,2020-11-13T00:00:00
MT,7646,88,2020-11-13T00:00:00
SK,81772,464,2020-11-13T00:00:00
BG,90725,1970,2020-11-13T00:00:00
LI,925,4,2020-11-13T00:00:00
LV,9381,107,2020-11-13T00:00:00
