country,cases,deaths,datetime
EE,10159,94,2020-11-25T00:00:00
HR,108014,1445,2020-11-25T00:00:00
LI,1201,13,2020-11-25T00:00:00
Total,12359852,302641,2020-11-25T00:00:00
BG,129348,3226,2020-11-25T00:00:00
LV,13693,175,2020-11-25T00:00:00
IT,1455022,51306,2020-11-25T00:00:00
GB,1538794,55838,2020-11-25T00:00:00
ES,1594844,43668,2020-11-25T00:00:00
HU,185687,4114,2020-11-25T00:00:00
FR,2153815,50237,2020-11-25T00:00:00
FI,22289,384,2020-11-25T00:00:00
SE,225560,6500,2020-11-25T00:00:00
AT,253349,2408,2020-11-25T00:00:00
PT,268721,4056,2020-11-25T00:00:00
LU,31111,273,2020-11-25T00:00:00
NO,33183,314,2020-11-25T00:00:00
RO,430605,10373,2020-11-25T00:00:00
NL,493142,9023,2020-11-25T00:00:00
LT,49393,409,2020-11-25T00:00:00
CZ,502534,7499,2020-11-25T00:00:00
IS,5298,26,2020-11-25T00:00:00
BE,561707,15938,2020-11-25T00:00:00
SI,67080,725,2020-11-25T00:00:00
IE,70930,2028,2020-11-25T00:00:00
DK,73021,797,2020-11-25T00:00:00
PL,909066,14314,2020-11-25T00:00:00
MT,9137,117,2020-11-25T00:00:00
CY,9199,46,2020-11-25T00:00:00
GR,95137,1815,2020-11-25T00:00:00
DE,961320,14771,2020-11-25T00:00:00
SK,97493,709,2020-11-25T00:00:00
