country,cases,deaths,datetime
LI,17292,84,2022-05-11T00:00:00
MT,93041,713,2022-05-11T00:00:00
IS,186179,120,2022-05-11T00:00:00
LU,242194,1071,2022-05-11T00:00:00
CY,483664,1027,2022-05-11T00:00:00
EE,574235,2556,2022-05-11T00:00:00
LV,824926,5792,2022-05-11T00:00:00
SI,1016993,6613,2022-05-11T00:00:00
FI,1052767,4150,2022-05-11T00:00:00
LT,1059837,9121,2022-05-11T00:00:00
HR,1128239,15899,2022-05-11T00:00:00
BG,1160347,37000,2022-05-11T00:00:00
NO,1428334,3006,2022-05-11T00:00:00
IE,1527328,7167,2022-05-11T00:00:00
HU,1909948,46343,2022-05-11T00:00:00
SE,2503090,18791,2022-05-11T00:00:00
SK,2536461,19994,2022-05-11T00:00:00
RO,2900375,65581,2022-05-11T00:00:00
DK,3024071,5717,2022-05-11T00:00:00
GR,3371051,28933,2022-05-11T00:00:00
CZ,3914113,40233,2022-05-11T00:00:00
PT,3976278,22443,2022-05-11T00:00:00
BE,4102082,31580,2022-05-11T00:00:00
AT,4231050,19816,2022-05-11T00:00:00
PL,5913353,116150,2022-05-11T00:00:00
NL,8063029,22281,2022-05-11T00:00:00
ES,12092814,105151,2022-05-11T00:00:00
IT,16872618,164731,2022-05-11T00:00:00
DE,25503094,136985,2022-05-11T00:00:00
FR,29021224,146979,2022-05-11T00:00:00
