country,cases,deaths,datetime
SE,100654,5899,2020-10-14T00:00:00
FI,12499,346,2020-10-14T00:00:00
CZ,129747,1106,2020-10-14T00:00:00
PL,135278,3101,2020-10-14T00:00:00
LI,155,1,2020-10-14T00:00:00
NO,15639,277,2020-10-14T00:00:00
RO,160461,5535,2020-10-14T00:00:00
BE,173147,10244,2020-10-14T00:00:00
NL,188662,6622,2020-10-14T00:00:00
CY,2047,25,2020-10-14T00:00:00
SK,20886,61,2020-10-14T00:00:00
HR,20993,330,2020-10-14T00:00:00
GR,23060,462,2020-10-14T00:00:00
BG,25774,923,2020-10-14T00:00:00
LV,2840,41,2020-10-14T00:00:00
DK,33101,674,2020-10-14T00:00:00
DE,334585,9677,2020-10-14T00:00:00
IT,365467,36246,2020-10-14T00:00:00
IS,3668,10,2020-10-14T00:00:00
EE,3908,68,2020-10-14T00:00:00
MT,3937,44,2020-10-14T00:00:00
HU,40782,1023,2020-10-14T00:00:00
Total,4301247,197075,2020-10-14T00:00:00
IE,44159,1830,2020-10-14T00:00:00
AT,57762,879,2020-10-14T00:00:00
GB,634920,43018,2020-10-14T00:00:00
LT,6366,106,2020-10-14T00:00:00
FR,756472,32933,2020-10-14T00:00:00
PT,89121,2110,2020-10-14T00:00:00
ES,896086,33204,2020-10-14T00:00:00
SI,9231,147,2020-10-14T00:00:00
LU,9840,133,2020-10-14T00:00:00
