country,cases,deaths,datetime
LI,89,1,2020-07-31T00:00:00
MT,814,9,2020-07-31T00:00:00
CY,1084,19,2020-07-31T00:00:00
LV,1228,31,2020-07-31T00:00:00
IS,1872,10,2020-07-31T00:00:00
EE,2051,69,2020-07-31T00:00:00
LT,2062,80,2020-07-31T00:00:00
SI,2139,117,2020-07-31T00:00:00
SK,2265,28,2020-07-31T00:00:00
GR,4401,203,2020-07-31T00:00:00
HU,4505,596,2020-07-31T00:00:00
HR,5071,144,2020-07-31T00:00:00
LU,6616,114,2020-07-31T00:00:00
FI,7423,329,2020-07-31T00:00:00
NO,9172,255,2020-07-31T00:00:00
BG,11420,374,2020-07-31T00:00:00
DK,13725,615,2020-07-31T00:00:00
CZ,16342,379,2020-07-31T00:00:00
AT,21009,718,2020-07-31T00:00:00
IE,26027,1763,2020-07-31T00:00:00
PL,45031,1709,2020-07-31T00:00:00
RO,49591,2304,2020-07-31T00:00:00
PT,50868,1727,2020-07-31T00:00:00
NL,53963,6147,2020-07-31T00:00:00
BE,67913,9840,2020-07-31T00:00:00
SE,80100,5739,2020-07-31T00:00:00
FR,186573,30254,2020-07-31T00:00:00
DE,207828,9134,2020-07-31T00:00:00
IT,247158,35132,2020-07-31T00:00:00
ES,285430,28443,2020-07-31T00:00:00
GB,302301,45999,2020-07-31T00:00:00
Total,1716071,182282,2020-07-31T00:00:00
