country,cases,deaths,datetime
LI,3557,61,2021-10-29T00:00:00
IS,13413,33,2021-10-29T00:00:00
MT,37612,460,2021-10-29T00:00:00
LU,81501,843,2021-10-29T00:00:00
CY,124017,571,2021-10-29T00:00:00
FI,156959,1154,2021-10-29T00:00:00
EE,190201,1502,2021-10-29T00:00:00
NO,203742,900,2021-10-29T00:00:00
LV,211702,3173,2021-10-29T00:00:00
SI,331206,5050,2021-10-29T00:00:00
DK,382796,2709,2021-10-29T00:00:00
LT,403051,5800,2021-10-29T00:00:00
IE,438124,5436,2021-10-29T00:00:00
HR,458090,9142,2021-10-29T00:00:00
BG,592943,23718,2021-10-29T00:00:00
GR,731167,15801,2021-10-29T00:00:00
AT,810157,11055,2021-10-29T00:00:00
HU,863419,30729,2021-10-29T00:00:00
SK,880635,12977,2021-10-29T00:00:00
PT,1088133,18149,2021-10-29T00:00:00
SE,1170422,15018,2021-10-29T00:00:00
BE,1351818,25976,2021-10-29T00:00:00
RO,1616027,46430,2021-10-29T00:00:00
CZ,1752086,30705,2021-10-29T00:00:00
NL,2108549,18371,2021-10-29T00:00:00
PL,2998891,76773,2021-10-29T00:00:00
DE,4559120,95606,2021-10-29T00:00:00
IT,4757231,132004,2021-10-29T00:00:00
ES,5008887,87322,2021-10-29T00:00:00
FR,7146755,117622,2021-10-29T00:00:00
