country,cases,deaths,datetime
RO,105298,4236,2020-09-16T00:00:00
LI,111,1,2020-09-16T00:00:00
NO,12277,265,2020-09-16T00:00:00
GR,13730,313,2020-09-16T00:00:00
HR,13749,230,2020-09-16T00:00:00
HU,14460,654,2020-09-16T00:00:00
LV,1482,35,2020-09-16T00:00:00
CY,1540,22,2020-09-16T00:00:00
BG,18216,736,2020-09-16T00:00:00
DK,20129,633,2020-09-16T00:00:00
IS,2174,10,2020-09-16T00:00:00
MT,2454,16,2020-09-16T00:00:00
DE,263663,9368,2020-09-16T00:00:00
Total,2675637,184754,2020-09-16T00:00:00
EE,2722,64,2020-09-16T00:00:00
IT,289990,35633,2020-09-16T00:00:00
IE,31549,1787,2020-09-16T00:00:00
LT,3442,87,2020-09-16T00:00:00
AT,34744,757,2020-09-16T00:00:00
GB,374228,41664,2020-09-16T00:00:00
SI,3837,131,2020-09-16T00:00:00
CZ,38896,476,2020-09-16T00:00:00
FR,395104,30999,2020-09-16T00:00:00
SK,5768,38,2020-09-16T00:00:00
ES,603167,30004,2020-09-16T00:00:00
PT,65021,1875,2020-09-16T00:00:00
LU,7284,124,2020-09-16T00:00:00
PL,75134,2227,2020-09-16T00:00:00
NL,84697,6249,2020-09-16T00:00:00
FI,8725,339,2020-09-16T00:00:00
SE,87345,5851,2020-09-16T00:00:00
BE,94701,9930,2020-09-16T00:00:00
