country,cases,deaths,datetime
LI,4752,62,2021-12-02T00:00:00
IS,18055,35,2021-12-02T00:00:00
MT,39532,468,2021-12-02T00:00:00
LU,89766,876,2021-12-02T00:00:00
CY,134965,598,2021-12-02T00:00:00
FI,188108,1348,2021-12-02T00:00:00
EE,223689,1808,2021-12-02T00:00:00
LV,254690,4213,2021-12-02T00:00:00
NO,267828,1092,2021-12-02T00:00:00
SI,425289,5609,2021-12-02T00:00:00
LT,474184,6788,2021-12-02T00:00:00
DK,492521,2909,2021-12-02T00:00:00
IE,573905,5707,2021-12-02T00:00:00
HR,613914,10967,2021-12-02T00:00:00
BG,697162,28542,2021-12-02T00:00:00
GR,945095,18234,2021-12-02T00:00:00
HU,1124726,34931,2021-12-02T00:00:00
PT,1151919,18458,2021-12-02T00:00:00
AT,1169208,12120,2021-12-02T00:00:00
SK,1176384,14503,2021-12-02T00:00:00
SE,1207498,15161,2021-12-02T00:00:00
RO,1780808,56618,2021-12-02T00:00:00
BE,1786349,27072,2021-12-02T00:00:00
CZ,2193289,33317,2021-12-02T00:00:00
NL,2661691,19459,2021-12-02T00:00:00
PL,3569137,84153,2021-12-02T00:00:00
IT,5043620,133931,2021-12-02T00:00:00
ES,5174720,88080,2021-12-02T00:00:00
DE,5977208,102178,2021-12-02T00:00:00
FR,7725114,119227,2021-12-02T00:00:00
