country,cases,deaths,datetime
LI,3089,59,2021-08-03T00:00:00
IS,8122,30,2021-08-03T00:00:00
MT,34439,423,2021-08-03T00:00:00
LU,73990,822,2021-08-03T00:00:00
CY,102223,422,2021-08-03T00:00:00
FI,107666,984,2021-08-03T00:00:00
EE,133978,1272,2021-08-03T00:00:00
NO,137950,799,2021-08-03T00:00:00
LV,138925,2556,2021-08-03T00:00:00
SI,259486,4762,2021-08-03T00:00:00
LT,283656,4420,2021-08-03T00:00:00
IE,303426,5035,2021-08-03T00:00:00
DK,318485,2550,2021-08-03T00:00:00
HR,363787,8266,2021-08-03T00:00:00
BG,425541,18222,2021-08-03T00:00:00
GR,497061,12983,2021-08-03T00:00:00
AT,655477,10537,2021-08-03T00:00:00
SK,780347,12540,2021-08-03T00:00:00
HU,809672,30029,2021-08-03T00:00:00
PT,972127,17378,2021-08-03T00:00:00
RO,1083478,34291,2021-08-03T00:00:00
SE,1100040,14655,2021-08-03T00:00:00
BE,1128924,25247,2021-08-03T00:00:00
CZ,1673926,30378,2021-08-03T00:00:00
NL,1867554,17807,2021-08-03T00:00:00
PL,2883120,75261,2021-08-03T00:00:00
DE,3773875,91679,2021-08-03T00:00:00
IT,4358533,128088,2021-08-03T00:00:00
ES,4502983,81643,2021-08-03T00:00:00
FR,6151803,111967,2021-08-03T00:00:00
