country,nuts_3,cases,datetime
ES,ME,124,2020-06-07T00:00:00
ES,CE,163,2020-06-07T00:00:00
ES,H,417,2020-06-07T00:00:00
ES,AL,545,2020-06-07T00:00:00
ES,TE,626,2020-06-07T00:00:00
ES,ZA,736,2020-06-07T00:00:00
ES,GC,748,2020-06-07T00:00:00
ES,LU,796,2020-06-07T00:00:00
ES,HU,851,2020-06-07T00:00:00
ES,BA,968,2020-06-07T00:00:00
ES,P,1073,2020-06-07T00:00:00
ES,CA,1330,2020-06-07T00:00:00
ES,CO,1377,2020-06-07T00:00:00
ES,SO,1452,2020-06-07T00:00:00
ES,J,1549,2020-06-07T00:00:00
ES,CS,1596,2020-06-07T00:00:00
ES,TF,1622,2020-06-07T00:00:00
ES,MU,1733,2020-06-07T00:00:00
ES,OR,1780,2020-06-07T00:00:00
ES,GU,1788,2020-06-07T00:00:00
ES,AV,1826,2020-06-07T00:00:00
ES,PM,2039,2020-06-07T00:00:00
ES,CC,2239,2020-06-07T00:00:00
ES,BU,2268,2020-06-07T00:00:00
ES,T,2269,2020-06-07T00:00:00
ES,S,2331,2020-06-07T00:00:00
ES,CU,2352,2020-06-07T00:00:00
ES,SS,2416,2020-06-07T00:00:00
ES,O,2432,2020-06-07T00:00:00
ES,GR,2546,2020-06-07T00:00:00
ES,SE,2550,2020-06-07T00:00:00
ES,L,2574,2020-06-07T00:00:00
ES,SG,2605,2020-06-07T00:00:00
ES,PO,2631,2020-06-07T00:00:00
ES,MA,2960,2020-06-07T00:00:00
ES,LE,2961,2020-06-07T00:00:00
ES,SA,3244,2020-06-07T00:00:00
ES,VI,3447,2020-06-07T00:00:00
ES,AB,3467,2020-06-07T00:00:00
ES,LO,4018,2020-06-07T00:00:00
ES,C,4075,2020-06-07T00:00:00
ES,A,4118,2020-06-07T00:00:00
ES,GI,4335,2020-06-07T00:00:00
ES,VA,4444,2020-06-07T00:00:00
ES,Z,4539,2020-06-07T00:00:00
ES,TO,4685,2020-06-07T00:00:00
ES,NC,5716,2020-06-07T00:00:00
ES,CR,6264,2020-06-07T00:00:00
ES,V,6281,2020-06-07T00:00:00
ES,BI,8157,2020-06-07T00:00:00
ES,B,45544,2020-06-07T00:00:00
ES,M,74179,2020-06-07T00:00:00
