country,nuts_3,cases,datetime
ES,ME,123,2020-05-19T00:00:00
ES,CE,125,2020-05-19T00:00:00
ES,H,412,2020-05-19T00:00:00
ES,AL,520,2020-05-19T00:00:00
ES,TE,598,2020-05-19T00:00:00
ES,ZA,720,2020-05-19T00:00:00
ES,GC,726,2020-05-19T00:00:00
ES,LU,790,2020-05-19T00:00:00
ES,HU,795,2020-05-19T00:00:00
ES,BA,958,2020-05-19T00:00:00
ES,P,1039,2020-05-19T00:00:00
ES,CA,1304,2020-05-19T00:00:00
ES,CO,1365,2020-05-19T00:00:00
ES,SO,1395,2020-05-19T00:00:00
ES,J,1531,2020-05-19T00:00:00
ES,CS,1563,2020-05-19T00:00:00
ES,TF,1586,2020-05-19T00:00:00
ES,MU,1706,2020-05-19T00:00:00
ES,GU,1717,2020-05-19T00:00:00
ES,AV,1763,2020-05-19T00:00:00
ES,OR,1772,2020-05-19T00:00:00
ES,PM,2035,2020-05-19T00:00:00
ES,L,2154,2020-05-19T00:00:00
ES,T,2192,2020-05-19T00:00:00
ES,BU,2201,2020-05-19T00:00:00
ES,CC,2210,2020-05-19T00:00:00
ES,CU,2274,2020-05-19T00:00:00
ES,S,2297,2020-05-19T00:00:00
ES,SS,2381,2020-05-19T00:00:00
ES,O,2397,2020-05-19T00:00:00
ES,GR,2525,2020-05-19T00:00:00
ES,SE,2532,2020-05-19T00:00:00
ES,SG,2569,2020-05-19T00:00:00
ES,PO,2618,2020-05-19T00:00:00
ES,LE,2887,2020-05-19T00:00:00
ES,MA,2916,2020-05-19T00:00:00
ES,SA,3154,2020-05-19T00:00:00
ES,VI,3383,2020-05-19T00:00:00
ES,AB,3396,2020-05-19T00:00:00
ES,LO,3984,2020-05-19T00:00:00
ES,GI,4036,2020-05-19T00:00:00
ES,C,4042,2020-05-19T00:00:00
ES,A,4075,2020-05-19T00:00:00
ES,VA,4334,2020-05-19T00:00:00
ES,Z,4448,2020-05-19T00:00:00
ES,TO,4531,2020-05-19T00:00:00
ES,NC,5702,2020-05-19T00:00:00
ES,CR,6057,2020-05-19T00:00:00
ES,V,6162,2020-05-19T00:00:00
ES,BI,8032,2020-05-19T00:00:00
ES,B,43363,2020-05-19T00:00:00
ES,M,72079,2020-05-19T00:00:00
