country,nuts_3,cases,datetime
ES,CE,100,2020-04-10T00:00:00
ES,ME,113,2020-04-10T00:00:00
ES,H,377,2020-04-10T00:00:00
ES,AL,467,2020-04-10T00:00:00
ES,TE,529,2020-04-10T00:00:00
ES,ZA,566,2020-04-10T00:00:00
ES,HU,603,2020-04-10T00:00:00
ES,GC,665,2020-04-10T00:00:00
ES,LU,744,2020-04-10T00:00:00
ES,P,772,2020-04-10T00:00:00
ES,BA,805,2020-04-10T00:00:00
ES,CA,1148,2020-04-10T00:00:00
ES,SO,1200,2020-04-10T00:00:00
ES,CO,1235,2020-04-10T00:00:00
ES,J,1334,2020-04-10T00:00:00
ES,CS,1352,2020-04-10T00:00:00
ES,TF,1427,2020-04-10T00:00:00
ES,GU,1428,2020-04-10T00:00:00
ES,AV,1511,2020-04-10T00:00:00
ES,OR,1538,2020-04-10T00:00:00
ES,L,1598,2020-04-10T00:00:00
ES,MU,1627,2020-04-10T00:00:00
ES,BU,1708,2020-04-10T00:00:00
ES,T,1742,2020-04-10T00:00:00
ES,CU,1780,2020-04-10T00:00:00
ES,CC,1791,2020-04-10T00:00:00
ES,PM,1841,2020-04-10T00:00:00
ES,S,1887,2020-04-10T00:00:00
ES,O,2044,2020-04-10T00:00:00
ES,SS,2071,2020-04-10T00:00:00
ES,LE,2092,2020-04-10T00:00:00
ES,GR,2246,2020-04-10T00:00:00
ES,SE,2312,2020-04-10T00:00:00
ES,PO,2343,2020-04-10T00:00:00
ES,SG,2349,2020-04-10T00:00:00
ES,MA,2740,2020-04-10T00:00:00
ES,SA,2741,2020-04-10T00:00:00
ES,GI,2872,2020-04-10T00:00:00
ES,AB,2947,2020-04-10T00:00:00
ES,VI,3176,2020-04-10T00:00:00
ES,C,3300,2020-04-10T00:00:00
ES,Z,3541,2020-04-10T00:00:00
ES,VA,3636,2020-04-10T00:00:00
ES,LO,3649,2020-04-10T00:00:00
ES,A,3689,2020-04-10T00:00:00
ES,TO,3770,2020-04-10T00:00:00
ES,NC,4029,2020-04-10T00:00:00
ES,CR,5361,2020-04-10T00:00:00
ES,V,5444,2020-04-10T00:00:00
ES,BI,6541,2020-04-10T00:00:00
ES,B,34672,2020-04-10T00:00:00
ES,M,62464,2020-04-10T00:00:00
