country,nuts_3,cases,datetime
ES,CE,122,2020-05-18T00:00:00
ES,ME,123,2020-05-18T00:00:00
ES,H,412,2020-05-18T00:00:00
ES,AL,520,2020-05-18T00:00:00
ES,TE,591,2020-05-18T00:00:00
ES,ZA,718,2020-05-18T00:00:00
ES,GC,725,2020-05-18T00:00:00
ES,HU,789,2020-05-18T00:00:00
ES,LU,790,2020-05-18T00:00:00
ES,BA,958,2020-05-18T00:00:00
ES,P,1031,2020-05-18T00:00:00
ES,CA,1304,2020-05-18T00:00:00
ES,CO,1364,2020-05-18T00:00:00
ES,SO,1395,2020-05-18T00:00:00
ES,J,1529,2020-05-18T00:00:00
ES,CS,1561,2020-05-18T00:00:00
ES,TF,1580,2020-05-18T00:00:00
ES,MU,1704,2020-05-18T00:00:00
ES,GU,1714,2020-05-18T00:00:00
ES,AV,1763,2020-05-18T00:00:00
ES,OR,1771,2020-05-18T00:00:00
ES,PM,2035,2020-05-18T00:00:00
ES,L,2127,2020-05-18T00:00:00
ES,T,2191,2020-05-18T00:00:00
ES,BU,2198,2020-05-18T00:00:00
ES,CC,2208,2020-05-18T00:00:00
ES,CU,2270,2020-05-18T00:00:00
ES,S,2295,2020-05-18T00:00:00
ES,SS,2379,2020-05-18T00:00:00
ES,O,2397,2020-05-18T00:00:00
ES,GR,2522,2020-05-18T00:00:00
ES,SE,2530,2020-05-18T00:00:00
ES,SG,2568,2020-05-18T00:00:00
ES,PO,2618,2020-05-18T00:00:00
ES,LE,2884,2020-05-18T00:00:00
ES,MA,2913,2020-05-18T00:00:00
ES,SA,3148,2020-05-18T00:00:00
ES,VI,3374,2020-05-18T00:00:00
ES,AB,3395,2020-05-18T00:00:00
ES,LO,3979,2020-05-18T00:00:00
ES,GI,4021,2020-05-18T00:00:00
ES,C,4036,2020-05-18T00:00:00
ES,A,4071,2020-05-18T00:00:00
ES,VA,4325,2020-05-18T00:00:00
ES,Z,4438,2020-05-18T00:00:00
ES,TO,4517,2020-05-18T00:00:00
ES,NC,5699,2020-05-18T00:00:00
ES,CR,6040,2020-05-18T00:00:00
ES,V,6156,2020-05-18T00:00:00
ES,BI,8026,2020-05-18T00:00:00
ES,B,43182,2020-05-18T00:00:00
ES,M,71933,2020-05-18T00:00:00
