country,nuts_3,cases,datetime
ES,CE,3031,2020-12-27T00:00:00
ES,ME,4474,2020-12-27T00:00:00
ES,SO,4482,2020-12-27T00:00:00
ES,AV,6620,2020-12-27T00:00:00
ES,LU,6768,2020-12-27T00:00:00
ES,SG,7002,2020-12-27T00:00:00
ES,TE,7655,2020-12-27T00:00:00
ES,OR,8145,2020-12-27T00:00:00
ES,ZA,8196,2020-12-27T00:00:00
ES,P,9371,2020-12-27T00:00:00
ES,CU,10676,2020-12-27T00:00:00
ES,GU,11463,2020-12-27T00:00:00
ES,H,11479,2020-12-27T00:00:00
ES,GC,12445,2020-12-27T00:00:00
ES,TF,13151,2020-12-27T00:00:00
ES,HU,13213,2020-12-27T00:00:00
ES,CC,13384,2020-12-27T00:00:00
ES,CS,15283,2020-12-27T00:00:00
ES,AB,15592,2020-12-27T00:00:00
ES,VI,16468,2020-12-27T00:00:00
ES,SA,17044,2020-12-27T00:00:00
ES,NC,17547,2020-12-27T00:00:00
ES,S,17732,2020-12-27T00:00:00
ES,LO,18123,2020-12-27T00:00:00
ES,PO,20018,2020-12-27T00:00:00
ES,LE,20436,2020-12-27T00:00:00
ES,AL,20835,2020-12-27T00:00:00
ES,BA,21527,2020-12-27T00:00:00
ES,BU,22917,2020-12-27T00:00:00
ES,CR,23462,2020-12-27T00:00:00
ES,L,24123,2020-12-27T00:00:00
ES,C,25223,2020-12-27T00:00:00
ES,CO,25700,2020-12-27T00:00:00
ES,J,26188,2020-12-27T00:00:00
ES,O,26911,2020-12-27T00:00:00
ES,T,28130,2020-12-27T00:00:00
ES,CA,29950,2020-12-27T00:00:00
ES,VA,30922,2020-12-27T00:00:00
ES,PM,32117,2020-12-27T00:00:00
ES,GI,35504,2020-12-27T00:00:00
ES,TO,37366,2020-12-27T00:00:00
ES,MA,38329,2020-12-27T00:00:00
ES,SS,38807,2020-12-27T00:00:00
ES,GR,46111,2020-12-27T00:00:00
ES,A,46498,2020-12-27T00:00:00
ES,BI,54468,2020-12-27T00:00:00
ES,Z,57063,2020-12-27T00:00:00
ES,SE,58440,2020-12-27T00:00:00
ES,MU,59428,2020-12-27T00:00:00
ES,V,80113,2020-12-27T00:00:00
ES,B,254052,2020-12-27T00:00:00
ES,M,389878,2020-12-27T00:00:00
