country,nuts_3,cases,datetime
Scotland,Borders,15,2020-03-25T00:00:00
Scotland,Highland,22,2020-03-25T00:00:00
Scotland,Shetland,24,2020-03-25T00:00:00
Scotland,Fife,29,2020-03-25T00:00:00
Scotland,Grampian,29,2020-03-25T00:00:00
Scotland,Dumfries and Galloway,31,2020-03-25T00:00:00
Scotland,Ayrshire and Arran,57,2020-03-25T00:00:00
Scotland,Tayside,57,2020-03-25T00:00:00
Scotland,Forth Valley,59,2020-03-25T00:00:00
Scotland,Lanarkshire,87,2020-03-25T00:00:00
Scotland,Lothian,88,2020-03-25T00:00:00
Scotland,Greater Glasgow and Clyde,221,2020-03-25T00:00:00
