country,cases,intensive_care,datetime
Scotland,1086,,2020-06-12T00:00:00
Scotland,1288,,2020-06-12T00:00:00
Scotland,1685,,2020-06-12T00:00:00
Scotland,2028,,2020-06-12T00:00:00
Scotland,261,,2020-06-12T00:00:00
Scotland,2794,8,2020-06-12T00:00:00
Scotland,327,,2020-06-12T00:00:00
Scotland,341,,2020-06-12T00:00:00
Scotland,4000,,2020-06-12T00:00:00
Scotland,54,,2020-06-12T00:00:00
Scotland,6,,2020-06-12T00:00:00
Scotland,8,,2020-06-12T00:00:00
Scotland,883,,2020-06-12T00:00:00
Scotland,948,,2020-06-12T00:00:00
Scotland,,,2020-06-12T00:00:00
