country,nuts_3,cases,datetime
Scotland,Forth Valley,103,2020-03-30T00:00:00
Scotland,Tayside,108,2020-03-30T00:00:00
Scotland,Ayrshire and Arran,154,2020-03-30T00:00:00
Scotland,Lanarkshire,197,2020-03-30T00:00:00
Scotland,Lothian,208,2020-03-30T00:00:00
Scotland,Shetland,27,2020-03-30T00:00:00
Scotland,Highland,44,2020-03-30T00:00:00
Scotland,Greater Glasgow and Clyde,449,2020-03-30T00:00:00
Scotland,Borders,63,2020-03-30T00:00:00
Scotland,Grampian,66,2020-03-30T00:00:00
Scotland,Fife,70,2020-03-30T00:00:00
Scotland,Dumfries and Galloway,74,2020-03-30T00:00:00
