country,cases,intensive_care,datetime
Scotland,1092,,2020-07-18T00:00:00
Scotland,1263,,2020-07-18T00:00:00
Scotland,1435,,2020-07-18T00:00:00
Scotland,1779,,2020-07-18T00:00:00
Scotland,18422,8,2020-07-18T00:00:00
Scotland,2744,,2020-07-18T00:00:00
Scotland,300,,2020-07-18T00:00:00
Scotland,3174,6,2020-07-18T00:00:00
Scotland,346,,2020-07-18T00:00:00
Scotland,377,,2020-07-18T00:00:00
Scotland,4905,,2020-07-18T00:00:00
Scotland,54,,2020-07-18T00:00:00
Scotland,7,,2020-07-18T00:00:00
Scotland,9,,2020-07-18T00:00:00
Scotland,937,,2020-07-18T00:00:00
Scotland,,,2020-07-18T00:00:00
