country,cases,intensive_care,datetime
Scotland,1092,,2020-07-20T00:00:00
Scotland,1267,,2020-07-20T00:00:00
Scotland,1440,,2020-07-20T00:00:00
Scotland,1781,,2020-07-20T00:00:00
Scotland,18452,10,2020-07-20T00:00:00
Scotland,2748,,2020-07-20T00:00:00
Scotland,300,,2020-07-20T00:00:00
Scotland,3180,,2020-07-20T00:00:00
Scotland,346,,2020-07-20T00:00:00
Scotland,378,,2020-07-20T00:00:00
Scotland,4914,,2020-07-20T00:00:00
Scotland,54,,2020-07-20T00:00:00
Scotland,7,,2020-07-20T00:00:00
Scotland,9,,2020-07-20T00:00:00
Scotland,936,,2020-07-20T00:00:00
Scotland,,,2020-07-20T00:00:00
