country,cases,intensive_care,datetime
Scotland,1066,,2020-06-27T00:00:00
Scotland,1253,,2020-06-27T00:00:00
Scotland,1418,,2020-06-27T00:00:00
Scotland,1768,,2020-06-27T00:00:00
Scotland,18228,16,2020-06-27T00:00:00
Scotland,2720,,2020-06-27T00:00:00
Scotland,285,,2020-06-27T00:00:00
Scotland,3151,5,2020-06-27T00:00:00
Scotland,345,,2020-06-27T00:00:00
Scotland,374,,2020-06-27T00:00:00
Scotland,4848,,2020-06-27T00:00:00
Scotland,54,,2020-06-27T00:00:00
Scotland,7,,2020-06-27T00:00:00
Scotland,9,,2020-06-27T00:00:00
Scotland,930,,2020-06-27T00:00:00
Scotland,,,2020-06-27T00:00:00
