country,nuts_3,cases,datetime
Scotland,Highland,102,2020-04-06T00:00:00
Scotland,Borders,139,2020-04-06T00:00:00
Scotland,Dumfries and Galloway,144,2020-04-06T00:00:00
Scotland,Grampian,209,2020-04-06T00:00:00
Scotland,Fife,227,2020-04-06T00:00:00
Scotland,Forth Valley,231,2020-04-06T00:00:00
Scotland,Ayrshire and Arran,288,2020-04-06T00:00:00
Scotland,Orkney,4,2020-04-06T00:00:00
Scotland,Eileanan Siar (Western Isles),4,2020-04-06T00:00:00
Scotland,Shetland,41,2020-04-06T00:00:00
Scotland,Tayside,499,2020-04-06T00:00:00
Scotland,Lanarkshire,512,2020-04-06T00:00:00
Scotland,Lothian,577,2020-04-06T00:00:00
Scotland,Greater Glasgow and Clyde,984,2020-04-06T00:00:00
