country,cases,intensive_care,datetime
Scotland,,,2020-05-17T00:00:00
Scotland,1189,5,2020-05-17T00:00:00
Scotland,1589,,2020-05-17T00:00:00
Scotland,1828,11,2020-05-17T00:00:00
Scotland,2561,7,2020-05-17T00:00:00
Scotland,257,,2020-05-17T00:00:00
Scotland,313,,2020-05-17T00:00:00
Scotland,331,,2020-05-17T00:00:00
Scotland,3731,20,2020-05-17T00:00:00
Scotland,54,,2020-05-17T00:00:00
Scotland,6,,2020-05-17T00:00:00
Scotland,7,,2020-05-17T00:00:00
Scotland,824,,2020-05-17T00:00:00
Scotland,873,,2020-05-17T00:00:00
Scotland,974,,2020-05-17T00:00:00
