country,nuts_3,cases,datetime
Scotland,Borders,130,2020-04-05T00:00:00
Scotland,Dumfries and Galloway,141,2020-04-05T00:00:00
Scotland,Grampian,194,2020-04-05T00:00:00
Scotland,Fife,200,2020-04-05T00:00:00
Scotland,Forth Valley,226,2020-04-05T00:00:00
Scotland,Ayrshire and Arran,267,2020-04-05T00:00:00
Scotland,Orkney,4,2020-04-05T00:00:00
Scotland,Eileanan Siar (Western Isles),4,2020-04-05T00:00:00
Scotland,Shetland,41,2020-04-05T00:00:00
Scotland,Tayside,457,2020-04-05T00:00:00
Scotland,Lanarkshire,478,2020-04-05T00:00:00
Scotland,Lothian,534,2020-04-05T00:00:00
Scotland,Greater Glasgow and Clyde,931,2020-04-05T00:00:00
Scotland,Highland,99,2020-04-05T00:00:00
