country,cases,intensive_care,datetime
Scotland,1057,,2020-06-22T00:00:00
Scotland,1250,,2020-06-22T00:00:00
Scotland,1412,,2020-06-22T00:00:00
Scotland,1761,,2020-06-22T00:00:00
Scotland,18170,15,2020-06-22T00:00:00
Scotland,2712,,2020-06-22T00:00:00
Scotland,285,,2020-06-22T00:00:00
Scotland,3146,6,2020-06-22T00:00:00
Scotland,346,,2020-06-22T00:00:00
Scotland,373,,2020-06-22T00:00:00
Scotland,4830,,2020-06-22T00:00:00
Scotland,54,,2020-06-22T00:00:00
Scotland,7,,2020-06-22T00:00:00
Scotland,9,,2020-06-22T00:00:00
Scotland,928,,2020-06-22T00:00:00
Scotland,,,2020-06-22T00:00:00
