country,cases,intensive_care,datetime
Scotland,1088,,2020-07-16T00:00:00
Scotland,1260,,2020-07-16T00:00:00
Scotland,1432,,2020-07-16T00:00:00
Scotland,1775,,2020-07-16T00:00:00
Scotland,18384,6,2020-07-16T00:00:00
Scotland,2742,,2020-07-16T00:00:00
Scotland,299,,2020-07-16T00:00:00
Scotland,3167,,2020-07-16T00:00:00
Scotland,345,,2020-07-16T00:00:00
Scotland,377,,2020-07-16T00:00:00
Scotland,4896,,2020-07-16T00:00:00
Scotland,54,,2020-07-16T00:00:00
Scotland,7,,2020-07-16T00:00:00
Scotland,9,,2020-07-16T00:00:00
Scotland,933,,2020-07-16T00:00:00
Scotland,,,2020-07-16T00:00:00
