country,cases,intensive_care,datetime
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,5,2020-06-24T00:00:00
Scotland,,5,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,,2020-06-24T00:00:00
Scotland,,18,2020-06-24T00:00:00
