country,cases,intensive_care,datetime
Scotland,1068,,2020-06-28T00:00:00
Scotland,1253,,2020-06-28T00:00:00
Scotland,1419,,2020-06-28T00:00:00
Scotland,1768,,2020-06-28T00:00:00
Scotland,18236,13,2020-06-28T00:00:00
Scotland,2722,,2020-06-28T00:00:00
Scotland,285,,2020-06-28T00:00:00
Scotland,3151,5,2020-06-28T00:00:00
Scotland,345,,2020-06-28T00:00:00
Scotland,375,,2020-06-28T00:00:00
Scotland,4850,,2020-06-28T00:00:00
Scotland,54,,2020-06-28T00:00:00
Scotland,7,,2020-06-28T00:00:00
Scotland,9,,2020-06-28T00:00:00
Scotland,930,,2020-06-28T00:00:00
Scotland,,,2020-06-28T00:00:00
