country,cases,intensive_care,datetime
Scotland,1064,,2020-06-26T00:00:00
Scotland,1253,,2020-06-26T00:00:00
Scotland,1417,,2020-06-26T00:00:00
Scotland,1767,,2020-06-26T00:00:00
Scotland,18213,17,2020-06-26T00:00:00
Scotland,2717,,2020-06-26T00:00:00
Scotland,285,,2020-06-26T00:00:00
Scotland,3148,6,2020-06-26T00:00:00
Scotland,345,,2020-06-26T00:00:00
Scotland,374,,2020-06-26T00:00:00
Scotland,4844,,2020-06-26T00:00:00
Scotland,54,,2020-06-26T00:00:00
Scotland,7,,2020-06-26T00:00:00
Scotland,9,,2020-06-26T00:00:00
Scotland,929,,2020-06-26T00:00:00
Scotland,,,2020-06-26T00:00:00
