country,cases,intensive_care,datetime
Scotland,1079,,2020-06-07T00:00:00
Scotland,1286,,2020-06-07T00:00:00
Scotland,1676,,2020-06-07T00:00:00
Scotland,2008,,2020-06-07T00:00:00
Scotland,261,,2020-06-07T00:00:00
Scotland,2772,7,2020-06-07T00:00:00
Scotland,326,,2020-06-07T00:00:00
Scotland,339,,2020-06-07T00:00:00
Scotland,3981,,2020-06-07T00:00:00
Scotland,54,,2020-06-07T00:00:00
Scotland,6,,2020-06-07T00:00:00
Scotland,8,,2020-06-07T00:00:00
Scotland,879,,2020-06-07T00:00:00
Scotland,946,,2020-06-07T00:00:00
Scotland,,,2020-06-07T00:00:00
