country,nuts_3,cases,datetime
Scotland,Borders,23,2020-03-26T00:00:00
Scotland,Shetland,24,2020-03-26T00:00:00
Scotland,Highland,29,2020-03-26T00:00:00
Scotland,Grampian,31,2020-03-26T00:00:00
Scotland,Dumfries and Galloway,39,2020-03-26T00:00:00
Scotland,Fife,40,2020-03-26T00:00:00
Scotland,Ayrshire and Arran,74,2020-03-26T00:00:00
Scotland,Forth Valley,75,2020-03-26T00:00:00
Scotland,Tayside,76,2020-03-26T00:00:00
Scotland,Lothian,111,2020-03-26T00:00:00
Scotland,Lanarkshire,114,2020-03-26T00:00:00
Scotland,Greater Glasgow and Clyde,258,2020-03-26T00:00:00
