country,cases,intensive_care,datetime
Scotland,1081,,2020-06-09T00:00:00
Scotland,1287,,2020-06-09T00:00:00
Scotland,1678,,2020-06-09T00:00:00
Scotland,2018,,2020-06-09T00:00:00
Scotland,261,,2020-06-09T00:00:00
Scotland,2777,6,2020-06-09T00:00:00
Scotland,326,,2020-06-09T00:00:00
Scotland,340,,2020-06-09T00:00:00
Scotland,3990,,2020-06-09T00:00:00
Scotland,54,,2020-06-09T00:00:00
Scotland,6,,2020-06-09T00:00:00
Scotland,8,,2020-06-09T00:00:00
Scotland,879,,2020-06-09T00:00:00
Scotland,948,,2020-06-09T00:00:00
Scotland,,,2020-06-09T00:00:00
