country,cases,intensive_care,datetime
Scotland,1087,,2020-07-13T00:00:00
Scotland,1258,,2020-07-13T00:00:00
Scotland,1431,,2020-07-13T00:00:00
Scotland,1775,,2020-07-13T00:00:00
Scotland,18365,6,2020-07-13T00:00:00
Scotland,2737,,2020-07-13T00:00:00
Scotland,299,,2020-07-13T00:00:00
Scotland,3166,,2020-07-13T00:00:00
Scotland,345,,2020-07-13T00:00:00
Scotland,377,,2020-07-13T00:00:00
Scotland,4887,,2020-07-13T00:00:00
Scotland,54,,2020-07-13T00:00:00
Scotland,7,,2020-07-13T00:00:00
Scotland,9,,2020-07-13T00:00:00
Scotland,933,,2020-07-13T00:00:00
Scotland,,,2020-07-13T00:00:00
