country,cases,intensive_care,datetime
Scotland,1087,,2020-07-14T00:00:00
Scotland,1259,,2020-07-14T00:00:00
Scotland,1432,,2020-07-14T00:00:00
Scotland,1775,,2020-07-14T00:00:00
Scotland,18368,12,2020-07-14T00:00:00
Scotland,2738,,2020-07-14T00:00:00
Scotland,299,,2020-07-14T00:00:00
Scotland,3166,9,2020-07-14T00:00:00
Scotland,345,,2020-07-14T00:00:00
Scotland,377,,2020-07-14T00:00:00
Scotland,4887,,2020-07-14T00:00:00
Scotland,54,,2020-07-14T00:00:00
Scotland,7,,2020-07-14T00:00:00
Scotland,9,,2020-07-14T00:00:00
Scotland,933,,2020-07-14T00:00:00
Scotland,,,2020-07-14T00:00:00
