country,cases,intensive_care,datetime
Scotland,,,2020-05-21T00:00:00
Scotland,1218,6,2020-05-21T00:00:00
Scotland,1632,,2020-05-21T00:00:00
Scotland,1892,,2020-05-21T00:00:00
Scotland,257,,2020-05-21T00:00:00
Scotland,2611,12,2020-05-21T00:00:00
Scotland,322,,2020-05-21T00:00:00
Scotland,334,,2020-05-21T00:00:00
Scotland,3806,16,2020-05-21T00:00:00
Scotland,54,,2020-05-21T00:00:00
Scotland,6,,2020-05-21T00:00:00
Scotland,7,,2020-05-21T00:00:00
Scotland,826,,2020-05-21T00:00:00
Scotland,896,,2020-05-21T00:00:00
Scotland,995,,2020-05-21T00:00:00
