country,cases,intensive_care,datetime
Scotland,,,2020-05-19T00:00:00
Scotland,1206,6,2020-05-19T00:00:00
Scotland,1599,,2020-05-19T00:00:00
Scotland,1853,,2020-05-19T00:00:00
Scotland,257,,2020-05-19T00:00:00
Scotland,2575,,2020-05-19T00:00:00
Scotland,317,,2020-05-19T00:00:00
Scotland,333,,2020-05-19T00:00:00
Scotland,3759,20,2020-05-19T00:00:00
Scotland,54,,2020-05-19T00:00:00
Scotland,6,,2020-05-19T00:00:00
Scotland,7,,2020-05-19T00:00:00
Scotland,825,,2020-05-19T00:00:00
Scotland,883,,2020-05-19T00:00:00
Scotland,981,,2020-05-19T00:00:00
